"Nomes","Valor","Cluster"
"Tênis Asics Contend 8 Black Bright Infantil-Masculino",314.91,2
"Tênis Masculino Esportivo Corrida Caminhada Running Olympikus Perfect 3",247.48,1
"Tênis Masculino Esportivo Academia Polo Joy Running Cadarço",85.4,1
"Tênis Mizuno Wave Falcon 3 Masculino",319.9,2
"Tênis Fila Float Elite Masculino",299.9,2
"Kit Tênis Corrida Olympikus Masculino Feminino Corre 3 e Pct Meias",509.99,2
"Tênis Venetto Masculino Academia Fitness Leve Confortável",99.9,1
"Tênis Fila Racer Marker Masculino",400.5,2
"Tenis New Balance 373 V2 Masculino",349.9,2
"Tênis Olympikus 274 Jogging 100",189.99,1
"Tênis New Balance More V3 Masculino",611.09,2
"Tênis Masculino Pratica Esportiva Ultraleve Perfeito Para Academia Caminhada + Relógio Sport",131.39,1
"Tênis Fila Arcade Low Masculino",359.9,2
"Tênis Adidas Supernova Stride Masculino",539.99,2
"Tênis Adidas Streetcheck Masculino GW5488",437.28,2
"Tênis Under Armour Tribase Reps Unissex",449.99,2
"Tenis Reef Gripper Ref 018.0126.007 Masculino - Preto",341.91,2
"Tênis Asics Gel-Nagoya 6 Masculino",499.9,2
"Tênis Reserva Casual Masculino",199.99,1
"Tênis de Corrida Unissex Under Armour Charged Slight SE",259.99,1
"Tênis Sapatênis Casual Masculino Couro Comfort",213.66,1
"Tênis Adidas Ultrabounce Masculino",419.99,2
"Tênis New Balance 327 V1",399.98,2
"Tênis Casual Pegada Masculino em Couro Tabaco 111501-03",202.86,1
"Tênis Nike SuperRep Go 3 Next Nature Flyknit Masculino",493.99,2
"Tênis Oakley Flak II WT23 Masculino",699.9,3
"Tênis Reebok Nano X3 Adventure Masculino",727.49,3
"Kit 1 Tênis de Basquete Masculino Under Armour Buzzer SE e 1 Pct com 3 pares de Meia cano alto",379.99,2
"Tênis Asics Gel Excite 8 - Masculino",414.18,2
"Tênis Reserva Energy Masculino",290.99,1
"Tênis New Balance Masculino 373v2 Casual",416.88,2
"Tênis Masculino Original Action Flex Ultra Conforto Leve Fit Max Lig Shoes",99.71,1
"Tênis Macboot Uirapuru Masculino",359.9,2
"Tênis Reebok Ztaur Run II Masculino",284.2,1
"Sapatênis Tênis Casual Masculino Cadarço Elástico e Zíper",119.9,1
"Tênis Under Armour Tribase Reps Unissex",449.99,2
"Tenis Masculino Caminhada leve Academia Tamanho Especial 45 ao 48 + Relógio",178.06,1
"Tenis Masculino Infantil Meninos Estilo Meia Calce Facil",37.9,1
"Tênis ASICS GEL-Nimbus 26 - Masculino - Preto e Verde",1199.99,3
"Tênis Asics Novablast 4 Platinum Masculino",1099.99,3
"Tênis Nike Air Max SYSTM Masculino",531.99,2
"Tênis Mizuno Wave Frontier 15 - Masculino - 44 - Preto/Dourado",549.99,2
"Tênis Puma Porsche Legacy Neo Cat Motorsport Masculino",389.9,2
"Tênis de Treino Masculino Under Armour Charged Quicke",399.99,2
"Tênis Masculino Esportivo Para Treino Academia Confortável Lançamento + Relogio",80.91,1
"Tênis New Balance Evoz V3 Masculino",439.9,2
"Tênis Infantil Masculino Original Action Flex Ultra Conforto Leve Fit Max Lig Shoes",99.71,1
"Tênis Masculino Esportivo Caminhada Academia Corrida Musculação",110.52,1
"Tênis Mizuno Masculino Wave Vitality 4",256.35,1
"Tênis Infantil Masculino Klin 480034000",189.9,1
"Tênis Fila Racer Carbon 2 Masculino",1099.9,3
"Tênis Adidas X PLR Pulse Unissex",379.9,2
"Tênis Reebok Club C 85 Masculino",522.49,2
"Tênis Adidas Dropset 2 Trainer Unissex",872.99,3
"Tênis Fila Action Masculino",279.9,1
"Tênis Street Ollie Masculino Premium Conforto",139.99,1
"TENIS MASCULINO CHAMPION ARENA POWER LOW BRANCO",294.9,2
"Tênis Fila Renno Sport Masculino",359.99,2
"Tênis New Balance 574 V2 Masculino Cinza",444.69,2
"Tênis Adidas Ownthegame 2 0 Masculino",449.9,2
"Tênis Oakley Masculino Flint",249.88,1
"Tênis Adidas Response Runner",229.99,1
"Tênis adidas VS Pace 2.0 -45- Masculino - branco",332.39,2
"Tênis Puma Flyer Runner Bdp",249.9,1
"Tênis Oakley Stratus Unissex",299.99,2
"Tênis Nike Court Borough Low Recraft Infantil",341.99,2
"Tênis Under Armour Charged Skyline 4",259.99,1
"Tênis Couro Reserva Rsv188Col Masculino",279.99,1
"Tênis ASICS GEL-Resolution 9 Padel - Masculino - Azul Marinho e Verde",999.99,3
"Tênis Fila Racer Master Masculino",279.9,1
"Tênis OUS Imigrante Masculino",379.62,2
"Kit 1 Tênis de Corrida Masculino Under Armour Charged Quicker e 1 Pct com 3 pares de Meia cano alto",399.99,2
"Tenis Asics Gel-Shogun 5 Cinza e Dourado Masculino",379.99,2
"Tênis New Balance 373 V2 Preto - Masculino",375.99,2
"Tênis Nike Air Max Excee Masculino",398.99,2
"Tênis Olympikus Reverso 2",368.59,2
"Tênis Estilo Retrô Sneaker Runway Sportwear Masculino",88.31,1
"Tênis Osklen Soho Lona Lisa Elástico Masculino",319.9,2
"Tênis Rainha Fire Masculino",129.99,1
"Kit 3 Pares de Tenis Sapatenis Polo Blu Masculino Basico em Tecido com Bordado",179.9,1
"Tênis Olympikus Urbano Ast Masculino",169.99,1
"Tênis Nike Team Hustle D 11 Lil Infantil",265.99,1
"Tênis Puma Aviator ENG Pro BDP Masculino",345.14,2
"Tênis Infantil Molekinho Slip On Masculino",49.99,1
"Tênis New Balance 574 V2",489.99,2
"Tênis Basquete Masculino Solado Borracha Rum Way Presente Relogio",329.9,2
"Tênis Fila Racer Marker Masculino",295.87,2
"Tênis Oadsey SB Street Skatista Masculino",79.9,1
"Tênis Oakley Masculino Flak II Skin",599.88,2
"Tênis Skechers Go Walk Max Ecstatic Masculino - Preto e Branco",314.82,2
"Tênis Nike BRSB Masculino",493.99,2
"Tenis Fila Super Flip - Masculino",265.99,1
"Tênis Puma Bdp Masculino",329.99,2
"Tênis Fila Acd Classic Mid Masculino",351.49,2
"Tênis Mizuno Furious 2 Masculino",258.83,1
"Tênis Reserva R-Brooklyn Core Masculino",669.98,2
"Tênis Qix Skate Retrô AM",242.24,1
"Tênis Olympikus Triunfo 2 Feminino",129.99,1
"Tênis Masculino Casual Bredeni Caminhada Bolha Ar Confort",125.9,1
"Tênis Puma Smash V2 BDP Masculino Azul",440.91,2
"Tênis Nike In-Season TR 13 Feminino",379.99,2
"Tênis Asics Gel-Pacemaker 2 Masculino",449.9,2
"Tênis New Balance Fresh Foam X 1080v12 Masculino-41 Azul",949.9,3
"Tênis Masculino FXB Caminhada Esportivo Conforto",79.9,1
"Tênis New Balance 574 V2 Masculino Preto",444.69,2
"Tênis Fila Recovery Masculino",349.9,2
"Tênis Asics Gel-Rebound Masculino",261.89,1
"Kit 1 Tênis de Corrida Masculino Under Armour Charged Quicker e 1 Pct com 3 pares de Meia cano alto",399.99,2
"Kit Tênis Adventure Esportivo Masculino Couro Confortável Sola Macia Palmilha EVA",147.9,1
"Tênis Reserva Casual Masculino",599.99,2
"Tênis New Balance 327v1 Masculino",499.99,2
"Tênis Reebok Club C Bulc Masculino",569.99,2
"Tênis DC Shoes Lynx Zero Masculino",322.42,2
"Tênis Couro New Balance 237 Masculino",389.99,2
"Tênis Asics Raiden 3 Masculino",299.99,2
"Tênis Masculino Oakley Homem Halftrack Low II",598.41,2
"Tênis West Coast Masculino WC 44",178.88,1
"Tênis Oakley Masculino Flint",229.88,1
"Tênis Masculino Corrida Advanced RUN Academia Professional Ultra Leve",119.9,1
"Tênis Under Armour Tribase Reps Unissex",449.99,2
"Tênis Nike Impact 4 Masculino",398.99,2
"Tênis Under Armour Tribase Reps Masculino Original",399.99,2
"Slip On Masculino Iate Couro Tênis Sapatênis Sem Cadarço Elástico Calce Fácil Confortável",159.9,1
"Tênis College Casual Masculino Cadarço Estilo Conforto",99.9,1
"Tênis Reebok Club C 85 Masculino",482.74,2
"Tênis Hoka One One Mach X Masculino",1599.99,3
"Tênis Fila Acd Classic Mid Masculino",259.98,1
"Tênis Adidas Alphabounce Masculino",734.71,3
"Tênis Olympikus Volcan Kids Infantil Masculino",209.83,1
"Tênis Masculino Esportivo Harus Jet Clássico Academia Caminhada",80.66,1
"Tênis Fila Masculino Venture Tracer Casual",346.26,2
"Tênis Qix Skate Retrô AM Branco",217.93,1
"Tênis New Balance 500V2 Bege e Marinho - Masculino",299.99,2
"Tênis Puma RBD Game BDP",289.98,1
"Coturno Bota Tênis Masculino Adventure Casual Adulto e Infantil Tratorada",144,1
"Tênis Everlast Racer Unissex",129.98,1
"Tênis de Corrida Masculino Mizuno Wave Rider 27",404.99,2
"Tênis Oakley Masculino Modoc Low II",579.88,2
"Tênis Fila Athlon Masculino",206.87,1
"Tênis Fila Engage Masculino",269.99,1
"Tênis New Balance 515v2 Masculino",399.99,2
"Tênis Mule Slip On Masculino Calce Fácil Conforto Macio Dia a Dia",149.9,1
"Tênis Fila Start Masculino",227.99,1
"Tênis Asics Gel Sparta Masculino",413.9,2
"Tênis New Balance 574 V2 Masculino",499.9,2
"Tênis Infantil Molekinho Masculino",99.9,1
"Tênis Asics Gel-Pulse 15 SE Masculino",699.9,3
"Tênis Masculino Pratica Esportiva Ultraleve Perfeito Para Academia Caminhada + Relógio Sport",131.39,1
"Tênis Couro Lacoste Graduate Pro Masculino",369.98,2
"Tênis Adidas VL Court 3.0 Masculino",399.9,2
"Tênis Adidas X9000L1 Masculino H00555",399.9,2
"Tênis Masculino Under Armour Charged Wing SE Original",323.3,2
"Tenis Qix Contest Couro Masculino",399.98,2
"Sapatenis Masculino Branco Tênis Casual Polo Para Dia a Dia",88.02,1
"Tênis Adidas Response Super Masculino",436.49,2
"Tênis ASC Masculino Esportivo Caminhada Macio 34 ao 45 Reforçado bom preço entrega rapida",109.99,1
"Tênis Olympikus Perfect 3",247.93,1
"Tênis Skechers Go walk Max Modulating Masculino",296.99,2
"Tênis Nike E-Series AD Masculino",398.99,2
"Tênis Asics Gel-Backhand Masculino",290.99,1
"Tênis Osklen Arpx Riva Black Sole Masculino",339.98,2
"Kit 3 Pares Tênis Casual Masculino Polo Blu Conforto Macio",211.99,1
"Tênis Reebok Club C Revenge Vintage Masculino",459.9,2
"Tênis New Balance 327v1 Masculino",499.99,2
"Tênis Fila Nest Masculino",279,1
"Tênis Redley Originals Confort Colors Masculino",99.98,1
"Tênis Reebok Masculino Glide Casual",389.88,2
"Tênis Infantil Skechers Tri-Namics Led Masculino",430.9,2
"Tênis Landfeet Cano Alto Egide Masculino",229.9,1
"Tênis Mizuno Vitality 4 Masculino",279.99,1
"Tênis Hurley Pismo Masculino",279.99,1
"Tênis Reebok Hexalite Legacy Masculino",569.99,2
"Tênis Six Street Basquete Masculino Get Up Original",289.9,1
"Tênis Adidas Supernova 2.0 Masculino",455.89,2
"Tênis Mizuno Wave Ibuki 4 Masculino",512.99,2
"Tênis Under Armour Charged Skyline 4 Masculino",329.99,2
"Tênis Infantil Olympikus Griff Masculino",171.38,1
"Tênis Masculino Under Armour Charged Hit",371.9,2
"Tênis de Corrida Masculino Mizuno Jet 7",299.99,2
"Tênis Mormaii Urban Smash - Masculino",189.99,1
"Tênis Masculino Esportivo Harus Jet Clássico Academia Caminhada",80.66,1
"Kit 3 Pares Tenis Sapatenis Polo Blu Masculino Sapatenis Cano Alto Bota Café Preto e Azul",189.9,1
"Tênis Fila FX-33 Low Masculino",332.49,2
"Tênis Under Armour Bankshot Masculino",469.99,2
"TENIS MASCULINO CHAMPION ARENA POWER HI BRANCO",299.9,2
"Tênis Olympikus Cygnus Masculino",204.03,1
"Tênis Puma RBD Game Low BDP Unissex",429.9,2
"Kit 2 Pares de Tênis Infantil Calce Fácil com Vermelho e com Marinho",97.9,1
"Tênis Asics Gel-Cumulus 26 Paris Masculino",678.99,2
"Tênis Mormaii Flow Masculino",189.9,1
"Tênis On Running Cloudmonster 2 Masculino",1149,3
"Tênis Juvenil Kurz Jogging Machine Masculino",44.99,1
"Tênis Puma Flyer Runner Mesh Bdp Masculino",199.99,1
"Tenis Puma Shuffle Bdp Masculino Branco",379.64,2
"Tênis Masculino Macboot Uirapuru",380,2
"Tênis Mizuno Wave Sky 7 Masculino",533.49,2
"Tênis Asics Jolt 4 Corrida Marinho e Preto - Masculino 43",239.99,1
"Tênis New Balance 574 Rugged Masculino",429.98,2
"Tênis Casual Pegada Masculino Microfibra 171901",251.99,1
"Tênis New Balance Fresh Foam X 880 V13 Masculino",659.59,2
"Tênis Masculino Original Action Flex Ultra Conforto Leve Fit Max Lig Shoes",99.71,1
"Tênis Infantil Molekinho Masculino",59.99,1
"Tênis Asics Fuzeblast Se Masculino",331.88,2
"Tênis Adidas VS Pace 2.0 Masculino",339.89,2
"Tênis DC Shoes New Flash 2 TX Masculino",249.9,1
"Tênis Casual Skate Air Sneakers Masculino e Feminino Original",94.7,1
"Tênis Puma Cell Surin V2 Pro BDP Masculino",213.39,1
"Tênis Puma RBD Game BDP",339.98,2
"Tênis Everlast Kromus III",139.99,1
"Tênis Nike Court Vapor Lite 2 HC Masculino",417.99,2
"Tênis Mizuno Wave Endeavor Knit Amortecedor Masculino",549.9,2
"Tênis Masculino Para Academia 33Y Caminhada Confortável Macio Leve",69.99,1
"Kit 2 Pares Tênis Masculino FXB Caminhada Esportivo Leve Macio",149.9,1
"Tênis Mizuno Wave Invictus 3 Masculino",699.9,3
"Tenis Mormaii Urban Smash Original Skate Casual Masculino",164.9,1
"Tênis Puma Runner V2 Sn Bdp",359.9,2
"Tenis Masculino Corrida Leve Esportivo X-Try Confortável SF Outlet",133.39,1
"Tênis Mizuno Wave Dynasty 6 Masculino",484.99,2
"Tênis Fila Renno Sport Masculino",323.19,2
"Tênis Mizuno Cometa Unissex",159.99,1
"Tênis New Balance Masculino Hierro V7",959.88,3
"Tênis Masculino Olympikus Only 2 Casual",179.9,1
"Tenis Mizuno Wave Endeavor Masculino-38 Petroleo-Preto",474.99,2
"TENIS NEW BALANCE FRESH FOAM X 1080V13 MASCULINO",1118.46,3
"Tênis New Balance 574 V2 Masculino Original",599.99,2
"Tênis Masculino Impact Couro Basquete C/Amortecimento Leve Aderência",324.89,2
"Tênis Fila Progress Masculino",399.99,2
"Tênis Reserva Cano Médio Masculino",189.99,1
"Tênis Asics Gel-Shogun 5 Masculino",399.99,2
"Tênis Rusty Iconic Cano Baixo Masculino",119.99,1
"Tênis Olympikus Ultraleve 130G Feminino",223.09,1
"Tênis de Corrida Masculino Mizuno Hawk 5",349.99,2
"Tênis Mizuno Wave Creation 21 Masculino",439.99,2
"Tênis New Balance Fresh Foam Arishi V4 Masculino - Azul - 43",499.9,2
"Kit 1 Tênis de Corrida Masculino Under Armour Charged Quicker e 1 Pct com 3 pares de Meia cano alto",399.99,2
"Tênis Olympikus Day",223.09,1
"Tênis Street Ollie Masculino Vega Conforto",119.99,1
"Tênis Oakley Masculino Casual Split II",249.88,1
"Kit 2 Pares Tênis Oldtribe Dunk Skateboard Basket Masculino",269.91,1
"Tênis Asics Gel-Venture 9 Masculino",459.9,2
"Tênis Fila Venture Tracer Masculino",329.8,2
"Tênis Wilson K Energy 2.0 Masculino Azul e Laranja",222.11,1
"Tênis Asics Raiden 3 Masculino",199.99,1
"Sapatenis Tênis Masculino Slip On Mocassim Sapato Confortável Couro Eco Parra Boots",159.9,1
"Tênis New Balance Fresh Foam Masculino",599.99,2
"Tênis de Corrida Masculino Mizuno Space 4",329.99,2
"Tênis Skechers Masculino Go Walk Max",267.88,1
"Tênis Olympikus Triunfo 2 Masculino",218.31,1
"Kit 2 Tênis Masculino Esporte Academia Corrida Cadarço",135.28,1
"Tênis Olympikus Challenger 4",179.99,1
"Tênis Olympikus Reflect Masculino",249.99,1
"Tênis Adidas Adizero Boston 12 Masculino",1299.99,3
"Tênis Hurley HUR0005 Masculino",206.91,1
"Tênis Reebok Vision Mid Masculino",427.41,2
"Tênis Olympikus Mood Branco",129.99,1
"TENIS COCA COLA DAYTONA MASCULINO",169.99,1
"Tênis Adidas Masculino Runfalcon 3",368.88,2
"Kit 2 Pares Tênis Esportivo Masculino Para Academia Caminhada Leve Confortável + Relógio Digital",149.9,1
"Tênis Adidas Duramo Rc",320.09,2
"Tênis Olympikus Volt Masculino",246.9,1
"Tênis Adidas Duramo Rc",290.99,1
"Tênis Rainha Blare Masculino",161.4,1
"Tênis Adidas Duramo Sl Masculino",284.99,1
"Tênis Puma Viz Runner BDP Masculino",449.99,2
"Tenis Bota Cuturno Adventure Masculino varias cores",149,1
"Tênis Couro Kildare Masculino",279.9,1
"Tênis Fila Research Masculino",207.46,1
"Tênis New Balance 520v8 Masculino",299.99,2
"Tênis Olympikus Eros - Masculino",179.9,1
"Tênis Infantil Skechers Microspec Texlor Masculino",169.99,1
"Tênis Masculino Casual RRG Academia Bolha Ar Confort",125.9,1
"Tênis Adidas Own The Game 2.0 Masculino",389,2
"Tênis Everlast City 2",129.98,1
"Tênis Under Armour Masculino Buzzer Se Cano Baixo Basquete",479.91,2
"Tênis Infantil Kappa Flex Masculino",54.99,1
"Tênis New Balance Masculino 550 Casual",799.88,3
"Tenis Futsal Cronos Quadra lisa Masculino Feminino Sola Costurada",67.91,1
"Tenis Fila Ray Tracer Tr Se Masculino",349.99,2
"Sapatênis Tênis Casual Masculino Cadarço Elástico e Zíper",119.9,1
"Tênis Olympikus Masculino Eros/165",184.95,1
"Tênis Fila Axilus Ace Masculino",448.97,2
"Tênis New Balance 373 V2 Masculino",399.9,2
"Tênis Adidas Masculino Grand Court Base 2.0",398.88,2
"Sapatenis Masculino Tenis Casual Sapato Sola Borracha Palmilha Gel",132.21,1
"Tênis Asics Gel Quantum 180 Fly Masculino",599.99,2
"Tênis Puma Shuffle",332.49,2
"Tênis Infantil Skechers Comfy Flex Mini Trainer Masculino",129.99,1
"TÊNIS MASCULINO SKECHERS DLUX WALKER MEERNO",599,2
"Tênis OUS Imigrante Masculino",379.62,2
"Tênis Masculino Casual Em Couro Legitimo Sapatenis Confortável Original Dm Damando",131.48,1
"Tênis New Balance 480 Low Preto e Branco Masculino",427.31,2
"Tênis Redley Original Ir10 Masculino Feminino Pronta Entrega",219,1
"Tenis Esporte Asc Lege 21 Para Academia Caminhada Treino Masculino",152.99,1
"Tênis Fila Jogger Euro Sport Masculino",269.89,1
"Tênis Mizuno Wave Prophecy 12",849.99,3
"Tênis Olympikus Cygnus Masculino",204.03,1
"Tênis Skechers Go Walk Max Masculino",179.99,1
"Tênis Street Ollie Masculino Premium Conforto",139.99,1
"Tênis Reebok Lite Plus 3 Masculino",237.49,1
"Kit 3 Pares Tênis Casual Masculino Polo Blu Conforto Macio",211.99,1
"Tênis Masculino Under Armour Charged Hit",411.67,2
"Tênis Olympikus Reverso 2",368.59,2
"Tenis Fila Racer One Masculino",324.8,2
"Tênis Fitness FXB Masculino Academia Caminhada Conforto",71.91,1
"Tênis Coca Cola Soho Ease Preto - Masculino",177.99,1
"Tênis Reebok Zig Kinetica 3 Masculino",569.99,2
"Tênis Masculino Coca-Cola Cc2205 Hoop",324.89,2
"Sapatênis Tênis Casual Masculino Cadarço Elástico e Zíper",119.9,1
"Tênis Everlast Racer Unissex",139.99,1
"Tênis Masculino Adidas Runfalcon 3",399.9,2
"Tênis Olympikus Perfect 4 Masculino",271.59,1
"Tênis Fila Axilus Ace Clay Masculino",359.88,2
"Tênis New Balance Masculino 373v2 Casual",426.88,2
"Tênis Mizuno Wave Hawk 3 Masculino",179.9,1
"Tênis Fila Float Maxxi 2 Pro Masculino",899.88,3
"Tênis Mizuno Space 3 Masculino",319.9,2
"Tênis New Balance 500 V2 Marinho - Masculino",300.99,2
"Tênis Masculino Academia Caminhada Esportivo Corrida Treino",67.91,1
"Sapatênis Casual Tênis Masculino Fechamento Elástico e Zíper",74.9,1
"Tênis Extremecross Masculino Feminino Speed Corrida Trekking Trilha Escalada Academia Ciclismo",161.41,1
"Tênis Reebok Zig Kinetica 3 Masculino",569.99,2
"Tênis Reebok Zig Kinetica 2.5 Edge Masculino",1044.99,3
"Tênis On Running Cloud 5 Cinza/Branco Masculino",899.9,3
"Tênis Reebok Club C 85 Masculino",474.99,2
"Tênis Infantil Kappa Speed Masculino",99,1
"Tênis Fila Float Prime Masculino",359.9,2
"Tenis Masculino Polo Blu Cano Baixo Super Leve",69.9,1
"Tênis Reebok Lt Court Masculino",369.98,2
"Tênis Masculino Adventure Couro Cano Alto Resistente Venetto",227.9,1
"Tênis Fila Gear Masculino",268.76,1
"Tênis Fila Racer T2 S Grafite Preto e Coral - Masculino",499.88,2
"Tênis Adventure Casual Masculino Couro",229.9,1
"Tênis Masculino Slip On Conforto Calce Fácil Treino Leve",72.1,1
"Tênis Reebok Lite Plus 3 Masculino",237.49,1
"Tênis Fila Float Verve Clay Masculino",426.79,2
"Tênis Reebok NFX Trainer Masculino",359.9,2
"Tênis Olympikus Corre 3",499.9,2
"Tênis Oakley Halftrack Mid II WT23 Masculino",630.99,2
"Tênis OUS Imigrante Masculino",379.62,2
"Tênis ASICS GEL-Shogun 6 - Masculino - Azul com Laranja e Branco",379.82,2
"Tênis Adidas Vs Pace 2.0 Masculino",282.69,1
"Sapatenis Casual Infantil Masculino Tenis Menino - 5928-001-36",134.9,1
"Tênis Mizuno Action 2 Masculino",249.4,1
"Tênis On Running Cloud X 3 Masculino",899,3
"Tênis Mizuno Wave Endeavor Knit Amortecedor Masculino",489.89,2
"Tênis Masculino Academia Caminhada Esporte Treino Leve Confortável",79.98,1
"Tênis Adidas Response Runner",203.69,1
"Tênis Olympikus Dynamic Masculino",309.9,2
"Tênis Rainha Windsor Masculino",179.9,1
"Tênis Aramis Journey Knit Masculino",459.72,2
"Tênis Olympikus Perfect 4 Masculino",271.59,1
"Tênis Skechers GOrun 7.0 Masculino",479.9,2
"Tênis Olympikus Barra Masculino",279.89,1
"Tênis Asics Gel-Quantum 360 CTW Masculino",539.98,2
"Tênis Olympikus Only 2 Masculino 902",166.63,1
"Tênis Adidas Response Masculino",284.99,1
"Tênis Puma Flyer Runner Bdp",199.9,1
"Tênis Skechers Max Cushioning Hyper Craze Masculino",549.99,2
"Tênis Masculino Esporte Cadarço Caminhada Corrida",71.2,1
"Tênis Coca Cola Iate City Preto - Masculino",241.61,1
"Tênis Olympikus Dynamic Masculino 43298343",251.89,1
"Tênis Asics Gel Pulse 14 Masculino",533.49,2
"Tênis Asics Raiden 2 Masculino Azul",329.9,2
"Tênis Everlast Star",119.99,1
"Tênis Fila Recovery Masculino",259.9,1
"Tênis Masculino Sport Academia Caminhada Trabalho Dia a Dia Linha Conforto e Relógio Digital",99.99,1
"Tênis Redley Originals Summer",177.99,1
"Tênis Reebok Floatride Energy 5 Adventure Masculino",664.99,2
"Tenis Casual Polo Masculino Casual Moda Conforto Qualidade",84.9,1
